0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1e-07,1e-07,1e-07,1e-07,2.166894,1e-07,1e-07,2.9655652,1e-07,1e-07,0.3308825,1e-07,1e-07,1e-07,3.4536254,1e-07,1e-07,1e-07,1e-07,0.90349627,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4586668,1e-07,1e-07,1e-07,5.265771,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1096747,1e-07,1e-07,1e-07,1e-07,3.097104,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.26417965,1e-07,1e-07,1e-07,1e-07,0.8173548,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6543481,1e-07,1e-07,1e-07,1e-07,3.0900588,1e-07,2.714445,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.9465504,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.3977396,1e-07,1e-07,2.3057375,1e-07
1e-07,1e-07,1e-07,1e-07,2.16682,1e-07,1e-07,2.9647698,1e-07,1e-07,0.33464503,1e-07,1e-07,1e-07,3.4530058,1e-07,1e-07,1e-07,1e-07,0.9014393,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4571934,1e-07,1e-07,1e-07,5.264447,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.110672,1e-07,1e-07,1e-07,1e-07,3.1013205,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.26142436,1e-07,1e-07,1e-07,1e-07,0.8149756,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6511083,1e-07,1e-07,1e-07,1e-07,3.09222,1e-07,2.7145605,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.945038,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.401031,1e-07,1e-07,2.3117824,1e-07
1e-07,1e-07,1e-07,1e-07,2.1670387,1e-07,1e-07,2.9632258,1e-07,1e-07,0.33897787,1e-07,1e-07,1e-07,3.452364,1e-07,1e-07,1e-07,1e-07,0.8993094,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4560337,1e-07,1e-07,1e-07,5.263047,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1121712,1e-07,1e-07,1e-07,1e-07,3.1056163,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.2575225,1e-07,1e-07,1e-07,1e-07,0.8116126,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6467085,1e-07,1e-07,1e-07,1e-07,3.0942273,1e-07,2.7145896,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.9434767,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.404631,1e-07,1e-07,2.3181314,1e-07
1e-07,1e-07,1e-07,1e-07,2.1672935,1e-07,1e-07,2.9625835,1e-07,1e-07,0.34161186,1e-07,1e-07,1e-07,3.45151,1e-07,1e-07,1e-07,1e-07,0.89675426,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4549093,1e-07,1e-07,1e-07,5.261832,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1098685,1e-07,1e-07,1e-07,1e-07,3.1090186,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.2532918,1e-07,1e-07,1e-07,1e-07,0.807945,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6434946,1e-07,1e-07,1e-07,1e-07,3.0973363,1e-07,2.7143922,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.942608,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.4094876,1e-07,1e-07,2.322773,1e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-07,1e-07,1e-07,1e-07,1.4067702,1e-07,1e-07,2.1274228,1e-07,1e-07,0.763444,1e-07,1e-07,1e-07,2.9540632,1e-07,1e-07,1e-07,1e-07,0.6838652,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.2019799,1e-07,1e-07,1e-07,4.6221013,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.4123473,1e-07,1e-07,1e-07,1e-07,1.9998738,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.40138993,1e-07,1e-07,1e-07,1e-07,0.41964683,0.39044833,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.4445903,1e-07,1e-07,1e-07,1e-07,2.4546165,1e-07,2.8641825,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.541465,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.9143923,1e-07,1e-07,1.8871356,1e-07
1e-07,1e-07,1e-07,1e-07,2.1489105,1e-07,1e-07,2.9732702,1e-07,1e-07,0.3205834,1e-07,1e-07,1e-07,3.4389129,1e-07,1e-07,1e-07,1e-07,0.88642824,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4397984,1e-07,1e-07,1e-07,5.251406,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1001663,1e-07,1e-07,1e-07,1e-07,3.096972,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.29904217,1e-07,1e-07,1e-07,1e-07,0.84381187,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6701627,1e-07,1e-07,1e-07,1e-07,3.087436,1e-07,2.7189865,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.938236,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.3951138,1e-07,1e-07,2.3074317,1e-07
1e-07,1e-07,1e-07,1e-07,2.149382,1e-07,1e-07,2.9711325,1e-07,1e-07,0.3239009,1e-07,1e-07,1e-07,3.4382582,1e-07,1e-07,1e-07,1e-07,0.8848052,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.439422,1e-07,1e-07,1e-07,5.250195,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1015925,1e-07,1e-07,1e-07,1e-07,3.099513,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.2952585,1e-07,1e-07,1e-07,1e-07,0.8404871,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6656647,1e-07,1e-07,1e-07,1e-07,3.0883045,1e-07,2.7187088,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.9366474,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.3978424,1e-07,1e-07,2.3115683,1e-07
1e-07,1e-07,1e-07,1e-07,2.1491976,1e-07,1e-07,2.9698408,1e-07,1e-07,0.32811764,1e-07,1e-07,1e-07,3.4373329,1e-07,1e-07,1e-07,1e-07,0.8823103,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.437793,1e-07,1e-07,1e-07,5.248496,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1029654,1e-07,1e-07,1e-07,1e-07,3.1039732,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.29214182,1e-07,1e-07,1e-07,1e-07,0.8377369,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6616483,1e-07,1e-07,1e-07,1e-07,3.0903497,1e-07,2.718861,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.9346557,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.4014107,1e-07,1e-07,2.3181653,1e-07
1e-07,1e-07,1e-07,1e-07,2.1491127,1e-07,1e-07,2.9693177,1e-07,1e-07,0.33070365,1e-07,1e-07,1e-07,3.4362257,1e-07,1e-07,1e-07,1e-07,0.8794406,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.4362996,1e-07,1e-07,1e-07,5.247007,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.100694,1e-07,1e-07,1e-07,1e-07,3.10748,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.2885349,1e-07,1e-07,1e-07,1e-07,0.8345473,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.658635,1e-07,1e-07,1e-07,1e-07,3.0934055,1e-07,2.7187612,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.9330006,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.4061961,1e-07,1e-07,2.323006,1e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-07,1e-07,1e-07,1e-07,1.4757795,1e-07,1e-07,2.1173759,1e-07,1e-07,0.7658597,1e-07,1e-07,1e-07,3.0109873,1e-07,1e-07,1e-07,1e-07,0.7494533,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.2732027,1e-07,1e-07,1e-07,4.684616,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.4007092,1e-07,1e-07,1e-07,1e-07,1.9775286,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.2828191,1e-07,1e-07,1e-07,1e-07,0.33654153,0.4601406,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.4231238,1e-07,1e-07,1e-07,1e-07,2.4695747,1e-07,2.8460267,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.576934,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.9230962,1e-07,1e-07,1.8393717,1e-07
1e-07,1e-07,1e-07,1e-07,2.213803,1e-07,1e-07,2.953334,1e-07,1e-07,0.3403653,1e-07,1e-07,1e-07,3.4983225,1e-07,1e-07,1e-07,1e-07,0.95871603,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.5150204,1e-07,1e-07,1e-07,5.311691,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1290798,1e-07,1e-07,1e-07,1e-07,3.0816636,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.18829575,1e-07,1e-07,1e-07,1e-07,0.7630687,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6354842,1e-07,1e-07,1e-07,1e-07,3.0904531,1e-07,2.703803,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.971818,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.3870803,1e-07,1e-07,2.275793,1e-07
1e-07,1e-07,1e-07,1e-07,2.2145138,1e-07,1e-07,2.9530983,1e-07,1e-07,0.34171295,1e-07,1e-07,1e-07,3.4990683,1e-07,1e-07,1e-07,1e-07,0.95931363,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,3.5155578,1e-07,1e-07,1e-07,5.312334,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.1296613,1e-07,1e-07,1e-07,1e-07,3.0827026,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,0.18623628,1e-07,1e-07,1e-07,1e-07,0.76137555,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,2.6345282,1e-07,1e-07,1e-07,1e-07,3.0912156,1e-07,2.7037268,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,7.972698,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1e-07,1.3878479,1e-07,1e-07,2.2770565,1e-07
